Lesson ID,Lesson Title,Lesson Category,Block Order,Block Type,Ol Chiki,Latin,Audio URL,Image URL,Emotion,Story Arc,Growth Value,Character Goal,Image Direction,Body Language,Learning Moment
lesson_sentences_polite,Greetings & Politeness,cat_sentences_1778594024495,14,text,ᱫᱟᱭᱟ ᱠᱟᱛᱮ ᱨᱚᱲ ᱢᱮ,Daya kate ror me – Please speak,,,Kindness,Exploring Nature,Learning,Explore nature,"Olitun stands beside a traditional home, pointing happily at a colorful detail on the hand-painted wall. Show only the speaking character, never show both speakers in the same frame.","Gentle smile, soft eyes, hands offering help or gesturing politely with care.","Olitun putting empathy into action, helping classmates or respecting elders."
lesson_sentences_polite,Greetings & Politeness,cat_sentences_1778594024495,15,text,ᱱᱟᱯᱟᱭ ᱛᱮ ᱥᱮᱱᱚᱜ ᱢᱮ,Napay te senog me – Go safely,,,Curiosity,Making New Friend,Communication,Make a new friend,"a young Santhal child classmate kneels in a patch of wild flowers, looking at the colorful petals with curiosity. Show only the speaking character, never show both speakers in the same frame.","Eyes wide with wonder, body leaning forward, pointing with an inquisitive finger.",a young Santhal child classmate demonstrating active observation and a love for finding out new things.
lesson_sentences_polite,Greetings & Politeness,cat_sentences_1778594024495,16,text,ᱢᱟᱨᱟᱝ ᱦᱚᱲ ᱠᱚ ᱢᱟᱱ ᱮᱢᱟ ᱠᱚ ᱢᱮ,Marang hor ko man ema ko me – Give respect to the elders,,,Friendship,Exploring Village,Confidence,Learn something new,"Olitun walks along a winding path in the beautiful green village, pointing with curiosity toward the horizon. Show only the speaking character, never show both speakers in the same frame.","Warm direct eye contact, relaxed shoulders, open arms in a welcoming gesture.","Olitun showing warmth, inclusion, and building a strong social bond."
lesson_sentences_polite,Greetings & Politeness,cat_sentences_1778594024495,17,text,ᱥᱤᱵᱤᱞ ᱨᱚᱲ ᱛᱮ ᱜᱟᱞᱢᱟᱨᱟᱣ ᱢᱮ,Sibil ror te galmaraw me – Speak with gentle/sweet words,,,Kindness,Exploring Nature,Learning,Explore nature,"a young Santhal child classmate sits peacefully under a large shady tree, looking out over the village with a happy smile. Show only the speaking character, never show both speakers in the same frame.","Gentle smile, soft eyes, hands offering help or gesturing politely with care.","a young Santhal child classmate putting empathy into action, helping classmates or respecting elders."
lesson_sentences_polite,Greetings & Politeness,cat_sentences_1778594024495,18,text,ᱤᱧᱟᱜ ᱡᱚᱦᱟᱨ ᱦᱟᱛᱟᱣ ᱢᱮ,Injaak johar hataw me – Accept my greetings,,,Friendship,Making New Friend,Communication,Make a new friend,"Olitun stands beside a traditional home, pointing happily at a colorful detail on the hand-painted wall. Show only the speaking character, never show both speakers in the same frame.","Warm direct eye contact, relaxed shoulders, open arms in a welcoming gesture.","Olitun showing warmth, inclusion, and building a strong social bond."
lesson_sentences_polite,Greetings & Politeness,cat_sentences_1778594024495,19,text,"ᱥᱟᱹᱜᱩᱱ ᱟᱹᱭᱩᱵ, ᱜᱟᱛᱮ ᱠᱚ","Sagun ayub, gate ko – Good evening, friends",,,Friendship,Exploring Village,Confidence,Learn something new,"a young Santhal child classmate smiling warmly while pointing happily toward the learner, conveying friendship and belonging. Show only the speaking character, never show both speakers in the same frame.","Warm direct eye contact, relaxed shoulders, open arms in a welcoming gesture.","a young Santhal child classmate showing warmth, inclusion, and building a strong social bond."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,0,text,ᱛᱮᱦᱮᱧ ᱫᱚ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱫᱤᱱ ᱠᱟᱱᱟ,Tehenj do adi napay din kana – Today is a beautiful day,,,Confidence,Learning New Things,Learning,Complete a task,"Olitun proudly holds a hand-painted wooden sign, smiling warmly with confidence. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,1,text,ᱱᱚᱶᱟ ᱫᱚ ᱛᱤᱱᱟᱹᱜ ᱫᱟᱢ ᱠᱟᱱᱟ?,Nowa do tinag dam kana? – How much is this?,,,Gratitude,Helping Others,Confidence,Practice communication,"Olitun points to a chalkboard showing simple diagrams, looking encouragingly toward classmates. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,2,text,ᱫᱟᱜ ᱮ ᱡᱟᱹᱲᱤᱭᱮᱫᱟ,Dag e jariyeda – It is raining,,,Responsibility,Building Confidence,Responsibility,Build confidence,"Olitun standing under a shelter, watching fresh raindrops fall on green leaves, smiling with curiosity. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,3,text,ᱛᱮᱦᱮᱧ ᱫᱚ ᱟᱹᱰᱤ ᱥᱤᱛᱩᱝ ᱠᱟᱱᱟ,Tehenj do adi situng kana – It is very hot today,,,Confidence,Learning New Things,Learning,Help someone,"a young Santhal child classmate stands tall in a schoolyard, holding a new notebook and smiling with pride. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","a young Santhal child classmate exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,4,text,ᱛᱤᱱᱟᱹᱜ ᱵᱟᱡᱟᱣ ᱮᱱᱟ?,Tinag bajaw ena? – What time is it?,,,Gratitude,Helping Others,Confidence,Complete a task,"Olitun proudly holds a hand-painted wooden sign, smiling warmly with confidence. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,5,text,ᱱᱤᱛᱚᱜ ᱫᱚ ᱥᱮᱛᱟᱜ ᱟᱠᱟᱱᱟ,Nitog do setag akana – Now it is morning,,,Responsibility,Building Confidence,Responsibility,Practice communication,"a young Santhal child classmate points to a chalkboard showing simple diagrams, looking encouragingly toward classmates. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","a young Santhal child classmate taking charge of duties, caring for the environment or community."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,6,text,ᱜᱟᱯᱟ ᱫᱚ ᱨᱟᱵᱟᱝ ᱨᱤᱛᱩ ᱮᱦᱚᱵᱚᱜᱼᱟ,Gapa do rabang ritu ehoboga – Tomorrow winter season starts,,,Confidence,Learning New Things,Learning,Build confidence,"Olitun lying on a straw mat under a clear night sky, pointing at a shooting star in wonder. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,7,text,ᱛᱮᱦᱮᱧ ᱧᱤᱫᱟᱹ ᱫᱚ ᱟᱹᱰᱤ ᱨᱟᱵᱟᱝ ᱠᱟᱱᱟ,Tehenj njida do adi rabang kana – Tonight it is very cold,,,Gratitude,Helping Others,Confidence,Help someone,"a young Santhal child classmate stands tall in a schoolyard, holding a new notebook and smiling with pride. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,8,text,ᱥᱤᱨᱢᱟ ᱨᱮ ᱨᱤᱢᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ,Sirma re rimil menaga – There are clouds in the sky,,,Responsibility,Building Confidence,Responsibility,Complete a task,"Olitun proudly holds a hand-painted wooden sign, smiling warmly with confidence. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,9,text,ᱦᱚᱭ ᱟᱹᱰᱤ ᱡᱩᱨ ᱛᱮ ᱦᱤᱥᱤᱫ ᱠᱟᱱᱟ,Hoy adi jur te hisid kana – The wind is blowing very hard,,,Confidence,Learning New Things,Learning,Practice communication,"a young Santhal child classmate points to a chalkboard showing simple diagrams, looking encouragingly toward classmates. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","a young Santhal child classmate exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,10,text,ᱛᱮᱦᱮᱧ ᱫᱚ ᱚᱠᱟ ᱢᱟᱦᱟ ᱠᱟᱱᱟ?,Tehenj do oka maha kana? – What day is today?,,,Gratitude,Helping Others,Confidence,Build confidence,"Olitun works carefully on a drawing page spread out on a wooden table, focused and happy. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,11,text,ᱛᱮᱦᱮᱧ ᱫᱚ ᱥᱟᱹᱜᱩᱱ ᱢᱟᱦᱟ ᱠᱟᱱᱟ,Tehenj do Sagun maha kana – Today is Wednesday,,,Responsibility,Building Confidence,Responsibility,Help someone,"a young Santhal child classmate stands tall in a schoolyard, holding a new notebook and smiling with pride. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","a young Santhal child classmate taking charge of duties, caring for the environment or community."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,12,text,ᱪᱟᱸᱫᱚ ᱟᱹᱰᱤ ᱥᱟᱯᱷᱟ ᱜᱮᱭᱟ,Chando adi sapha geya – The moon is very clear,,,Confidence,Learning New Things,Learning,Complete a task,"Olitun points up at the bright silver crescent moon in the night sky, eyes filled with wonder. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,13,text,ᱥᱤᱛᱩᱝ ᱨᱤᱛᱩ ᱨᱮ ᱫᱟᱜ ᱛᱮᱛᱟᱝ ᱮᱫ ᱤᱧᱟ,"Situng ritu re dag tetang ed inja – In the summer season, I feel thirsty",,,Gratitude,Helping Others,Confidence,Practice communication,"a young Santhal child classmate points to a chalkboard showing simple diagrams, looking encouragingly toward classmates. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,14,text,ᱫᱟᱜ ᱨᱤᱛᱩ ᱨᱮ ᱫᱟᱨᱮ ᱠᱚ ᱦᱟᱹᱨᱭᱟᱹᱲᱚᱜᱼᱟ,"Dag ritu re dare ko haryaroga – In the rainy season, the trees turn green",,,Responsibility,Building Confidence,Responsibility,Build confidence,"Olitun stands in a lush green rice field, looking around with arms spread wide, feeling connected to the earth. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,15,text,ᱦᱚᱞᱟ ᱫᱚ ᱟᱹᱰᱤ ᱡᱩᱨ ᱮ ᱫᱟᱜ ᱠᱮᱫᱟ,Hola do adi jur e dag keda – Yesterday it rained heavily,,,Confidence,Learning New Things,Learning,Help someone,"a young Santhal child classmate standing under a shelter, watching fresh raindrops fall on green leaves, smiling with curiosity. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","a young Santhal child classmate exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,16,text,ᱱᱚᱶᱟ ᱥᱮᱨᱢᱟ ᱫᱚ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ,Nowa serma do adi napay geya – This year is very good,,,Gratitude,Helping Others,Confidence,Complete a task,"Olitun proudly holds a hand-painted wooden sign, smiling warmly with confidence. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,17,text,ᱛᱮᱦᱮᱧ ᱫᱚ ᱴᱤᱠᱤᱱ ᱚᱠᱛᱚ ᱠᱟᱱᱟ,Tehenj do tikin okto kana – Today it is noon time,,,Responsibility,Building Confidence,Responsibility,Practice communication,"a young Santhal child classmate points to a chalkboard showing simple diagrams, looking encouragingly toward classmates. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","a young Santhal child classmate taking charge of duties, caring for the environment or community."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,18,text,ᱟᱹᱭᱩᱵ ᱚᱠᱛᱚ ᱨᱮ ᱜᱟᱛᱮ ᱠᱚ ᱥᱟᱶ ᱧᱟᱯᱟᱢ ᱢᱮ,Ayub okto re gate ko saw njapam me – Meet with friends in the evening time,,,Confidence,Learning New Things,Learning,Build confidence,"Olitun smiling warmly while pointing happily toward the learner, conveying friendship and belonging. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_time_weather,Time & Weather,cat_sentences_1778594024495,19,text,ᱚᱠᱛᱚ ᱫᱚ ᱟᱹᱰᱤ ᱫᱟᱢᱟᱱ ᱜᱮᱭᱟ,Okto do adi daman geya – Time is very precious,,,Gratitude,Helping Others,Confidence,Help someone,"a young Santhal child classmate stands tall in a schoolyard, holding a new notebook and smiling with pride. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,0,text,"ᱥᱟᱹᱜᱩᱱ ᱥᱮᱛᱟᱜ ᱵᱟᱵᱟ, ᱟᱢ ᱪᱮᱞᱮᱠᱟ ᱢᱮᱱᱟᱢᱟ?","Sagun setag baba, am celeka menama? – Good morning father, how are you?",,,Confidence,Learning New Things,Learning,Complete a task,"A kind, tall Santhal father and Olitun standing side-by-side, sharing a warm moment as they look over a project. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,1,text,"ᱤᱧ ᱫᱚ ᱱᱟᱯᱟᱭ ᱜᱮ ᱢᱮᱱᱟᱧᱟ, ᱟᱢ ᱪᱮᱫ ᱮᱢ ᱪᱤᱠᱟᱹᱭᱮᱫᱟ?","In do napay ge menanja, am ced em cikayeda? – I am doing well, what are you doing?",,,Gratitude,Helping Others,Confidence,Practice communication,"Olitun points to a chalkboard showing simple diagrams, looking encouragingly toward classmates. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,2,text,ᱤᱧ ᱫᱚ ᱚᱞ ᱪᱤᱠᱤ ᱯᱟᱹᱨᱥᱤᱧ ᱪᱮᱫᱚᱜ ᱠᱟᱱᱟ,In do Ol Chiki parsin chedog kana – I am learning the Ol Chiki language.,,,Responsibility,Building Confidence,Responsibility,Build confidence,"a young Santhal child classmate works carefully on a drawing page spread out on a wooden table, focused and happy. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","a young Santhal child classmate taking charge of duties, caring for the environment or community."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,3,text,"ᱱᱚᱶᱟ ᱫᱚ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱠᱟᱛᱷᱟ ᱠᱟᱱᱟ, ᱥᱟᱨᱦᱟᱣ","Nowa do adi napay katha kana, sarhaw – This is very good news, thank you!",,,Confidence,Learning New Things,Learning,Help someone,"a young Santhal child classmate stands tall in a schoolyard, holding a new notebook and smiling with pride. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","a young Santhal child classmate exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,4,text,ᱟᱢᱟᱜ ᱚᱲᱟᱜ ᱫᱚ ᱚᱠᱟ ᱟᱹᱛᱩ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ?,Amaak orag do oka atu re menaga? – In which village is your home located?,,,Gratitude,Helping Others,Confidence,Complete a task,"Olitun proudly holds a hand-painted wooden sign, smiling warmly with confidence. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,5,text,ᱤᱧᱟᱜ ᱚᱲᱟᱜ ᱫᱚ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱟᱹᱛᱩ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ,Injaak orag do adi napay atu re menaga – My home is in a very beautiful village.,,,Responsibility,Building Confidence,Responsibility,Practice communication,"a young Santhal child classmate points to a chalkboard showing simple diagrams, looking encouragingly toward classmates. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","a young Santhal child classmate taking charge of duties, caring for the environment or community."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,6,text,"ᱛᱮᱦᱮᱧ ᱫᱚ ᱟᱞᱚᱢ ᱠᱟᱹᱢᱤᱭᱟ, ᱡᱤᱨᱟᱹᱣ ᱢᱮ","Tehenj do alom kamiya, jiraw me – Do not work today, take rest.",,,Confidence,Learning New Things,Learning,Build confidence,"Olitun carefully carrying out a task, like neatly filing books or designing a wooden model. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,7,text,"ᱫᱟᱭᱟ ᱠᱟᱛᱮ ᱱᱚᱸᱰᱮ ᱦᱤᱡᱩᱜ ᱢᱮ, ᱫᱟᱠᱟ ᱡᱚᱢ ᱢᱮ","Daya kate nonde hijug me, daka jom me – Please come here and eat food.",,,Gratitude,Helping Others,Responsibility,Help someone,"a young Santhal child classmate stands tall in a schoolyard, holding a new notebook and smiling with pride. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,8,text,"ᱤᱧ ᱫᱚ ᱫᱟᱜ ᱧᱩ ᱥᱟᱱᱟᱧ ᱠᱟᱱᱟ, ᱫᱟᱜ ᱮᱢᱟᱧ ᱢᱮ","In do dag nju sananj kana, dag emanj me – I want to drink water, please give me water.",,,Gratitude,Helping Others,Responsibility,Help someone,"a young Santhal child classmate drinking cool, clean water from a traditional clay pot, looking refreshed and happy. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,9,text,ᱟᱹᱛᱩ ᱨᱮᱭᱟᱜ ᱦᱚᱨ ᱫᱚ ᱟᱹᱰᱤ ᱡᱤᱞᱤᱧ ᱜᱮᱭᱟ,Atu reyag hor do adi jilinj geya – The village road is very long.,,,Confidence,Learning New Things,Learning,Practice communication,"a young Santhal child classmate points to a chalkboard showing simple diagrams, looking encouragingly toward classmates. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","a young Santhal child classmate exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,10,text,ᱟᱢᱟᱜ ᱟᱭᱳ ᱟᱨ ᱵᱟᱵᱟ ᱫᱚ ᱚᱠᱟᱨᱮ ᱢᱮᱱᱟᱜ ᱠᱤᱱᱟ?,Amaak ayo ar baba do okare menag kina? – Where are your mother and father?,,,Gratitude,Helping Others,Confidence,Build confidence,"A kind, tall Santhal father and Olitun standing side-by-side, sharing a warm moment as they look over a project. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,11,text,ᱩᱱᱠᱤᱱ ᱫᱚ ᱚᱲᱟᱜ ᱨᱮ ᱜᱮ ᱢᱮᱱᱟᱜ ᱠᱤᱱᱟ,Unkin do orag re ge menag kina – They are right at home.,,,Responsibility,Building Confidence,Responsibility,Help someone,"a young Santhal child classmate pointing toward a balanced, hand-carved wooden scale, indicating fairness and justice. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","a young Santhal child classmate taking charge of duties, caring for the environment or community."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,12,text,ᱤᱧᱟᱜ ᱢᱤᱥᱮᱨᱟ ᱫᱚ ᱤᱛᱩᱱ ᱟᱥᱲᱟ ᱛᱮ ᱪᱟᱞᱟᱜ ᱠᱟᱱᱟ,Injaak misera do itun asra te chalag kana – My younger sister is going to school.,,,Confidence,Learning New Things,Learning,Build confidence,"a young Santhal child classmate sitting beside a younger sister, helping her write a word on a clean sand board with pride. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","a young Santhal child classmate exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,13,text,"ᱛᱮᱦᱮᱧ ᱫᱚ ᱥᱤᱸᱜᱮ ᱢᱟᱦᱟ ᱠᱟᱱᱟ, ᱪᱷᱩᱴᱤ ᱢᱟᱦᱟ ᱠᱟᱱᱟ","Tehenj do Singe maha kana, chuti maha kana – Today is Sunday, it is a holiday.",,,Gratitude,Helping Others,Confidence,Practice communication,"a young Santhal child classmate looking up at the warm morning sun rising over the hills, eyes filled with hope. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,14,text,ᱟᱹᱵᱤᱱ ᱫᱚ ᱚᱠᱟ ᱠᱷᱚᱱ ᱵᱤᱱ ᱦᱤᱡᱩᱜ ᱠᱟᱱᱟ?,Abin do oka khon bin hijug kana? – Where are you two coming from?,,,Responsibility,Building Confidence,Responsibility,Build confidence,"Olitun works carefully on a drawing page spread out on a wooden table, focused and happy. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","Olitun taking charge of duties, caring for the environment or community."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,15,text,"ᱤᱧ ᱫᱚ ᱵᱤᱨ ᱛᱮᱧ ᱪᱟᱞᱟᱜ ᱠᱟᱱᱟ, ᱥᱟᱦᱟᱱ ᱞᱟᱹᱜᱤᱫ","In do bir tenj chalag kana, sahan lagid – I am going to the forest for firewood.",,,Confidence,Learning New Things,Learning,Help someone,"a young Santhal child classmate looking at a crackling orange campfire, warm light reflecting on a happy, peaceful face. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","a young Santhal child classmate exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,16,text,ᱟᱢᱟᱜ ᱟᱹᱛᱩ ᱨᱮ ᱫᱚ ᱡᱷᱟᱹᱞᱤ ᱫᱟᱜ ᱨᱮᱭᱟᱜ ᱡᱷᱟᱨᱱᱟ ᱢᱮᱱᱟᱜᱼᱟ?,Amaak atu re do jhale dag reyag jharna menaga? – Is there a clean waterfall in your village?,,,Gratitude,Helping Others,Confidence,Complete a task,"Olitun drinking cool, clean water from a traditional clay pot, looking refreshed and happy. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,17,text,"ᱦᱮᱸ, ᱟᱞᱮ ᱟᱹᱛᱩ ᱨᱮ ᱟᱹᱰᱤ ᱥᱤᱵᱤᱞ ᱫᱟᱜ ᱡᱷᱟᱨᱱᱟ ᱢᱮᱱᱟᱜᱼᱟ","Hẽ, ale atu re adi sibil dag jharna menaga – Yes, there is a very sweet water spring in our village.",,,Responsibility,Building Confidence,Responsibility,Practice communication,"a young Santhal child classmate drinking cool, clean water from a traditional clay pot, looking refreshed and happy. Show only the speaking character, never show both speakers in the same frame.","Focused and attentive expression, steady hands working carefully, steady stance.","a young Santhal child classmate taking charge of duties, caring for the environment or community."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,18,text,ᱤᱧᱟᱜ ᱫᱚ ᱫᱟᱠᱟ ᱟᱨ ᱩᱛᱩ ᱡᱚᱢ ᱠᱟᱛᱮ ᱠᱟᱹᱢᱤ ᱛᱮᱧ ᱪᱟᱞᱟᱜᱼᱟ,"Injaak do daka ar utu jom kate kami tenj chalaga – After eating rice and curry, I will go to my work.",,,Confidence,Learning New Things,Learning,Build confidence,"Olitun carefully carrying out a task, like neatly filing books or designing a wooden model. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","Olitun exhibiting self-reliance, readiness to learn, and pride in their capabilities."
lesson_sentences_complex_beginner,Simple Dialogues & Routines,cat_sentences_1778594024495,19,text,"ᱱᱟᱯᱟᱭ ᱛᱮ ᱠᱟᱹᱢᱤ ᱢᱮ ᱜᱟᱛᱮ, ᱥᱟᱹᱜᱩᱱ ᱫᱤᱱ ᱦᱩᱭᱩᱜ ᱛᱟᱢ","Napay te kami me gate, sagun din huyug tam – Work well friend, have an auspicious day.",,,Confidence,Learning New Things,Learning,Build confidence,"a young Santhal child classmate smiling warmly while pointing happily toward the learner, conveying friendship and belonging. Show only the speaking character, never show both speakers in the same frame.","Standing tall, head held high, chest slightly out, a bright and self-assured smile.","a young Santhal child classmate exhibiting self-reliance, readiness to learn, and pride in their capabilities."
